,01c [bldta] [otf],01s [bldta] [otf],02A [bldta] [otf],02B [bldta] [otf],13c [bldta] [otf],13s [Bmax=40000] [bldta] [otf],14c [bldta] [otf],14s [bldta] [otf],15c [bldta] [otf],15s [Bmax=13000] [bldta] [otf],22 [bldta] [otf],27 [bldta] [otf],33 [bldta] [otf],37a [bldta] [otf],37b [bldta] [otf],37c [bldta] [otf],38a [bldta] [otf],38b [bldta] [otf],max_Band5_MID_continuum [bldta] [otf],max_Band5_MID_spectral [bldta] [otf],max_LOW_continuum [bldta] [otf],max_LOW_spectral [bldta] [otf],max_MID_continuum [bldta] [otf],max_MID_spectral [bldta] [otf]
"W kernel support bw, ff5 [pixels]",22.169053571846636,18.28974028486981,22.203227014895695,22.203227014895695,36.137677551458495,40.40155927348392,33.21397582520922,19.68372239144319,31.707543281367325,17.801519545914967,19.705006517231293,33.47437643468324,33.47437643468324,34.7225951598832,34.7225951598832,33.479925942815456,21.15077846146891,21.15077846146891,20.319582954059126,14.74974701687452,21.6851427459973,15.233556056902946,10.239299131149014,28.209756691942037
"W kernel support bw, ff6 [pixels]",28.183597123334035,22.706336716614885,28.231357653312614,28.231357653312614,49.994501275711464,44.470492427353,45.76991733671372,25.881387933755853,43.587384927173815,23.016086867423066,25.913541072974702,46.14674981560862,46.14674981560862,47.951463897348724,47.951463897348724,46.154779332392444,28.08700905969057,28.08700905969057,26.839912040631006,18.239347531270624,27.50653200536157,18.270993614007995,10.466929990256395,38.49948668463851
"W kernel support bw, ff7 [pixels]",46.19449772013973,32.10629673610174,46.19449772013973,46.19449772013973,62.86815303213591,70.72408233519789,57.45772707954879,31.8146634939286,54.65990611819913,28.064038189237174,31.856601851099285,57.94059221846783,57.94059221846783,60.252382624834915,60.252382624834915,57.950880468054486,34.685349888598665,34.685349888598665,33.06369448583941,21.724711321399045,43.31787094524461,24.95950655963086,10.734937958599566,48.12797888287399
"W kernel support bw, ff8 [pixels]",,,,,72.05331726282115,81.12631270292192,65.80249388337486,36.10039538931491,62.56903955080513,31.728921092331326,36.14920112360876,66.36046183209963,66.36046183209963,69.03152989561612,69.03152989561612,66.37235003282348,39.43812627518902,39.43812627518902,37.55336181223674,24.29466450431892,,,10.956753791727293,55.01601066634128
"W kernel support bw, ff9 [pixels]",,,,,83.8157628884589,94.44419850558303,76.49190995472651,41.62498982907495,72.7026112472363,36.46736827762592,41.68249849748411,77.14573226491221,77.14573226491221,80.2754546269353,80.2754546269353,77.15966258151133,45.5549432446287,45.5549432446287,43.33646591976307,27.64943409022869,,,11.274868271479134,63.84788508426318
"W kernel support bw, ff10 [pixels]",,,,,95.13170526479135,107.25570459068716,86.7769949376264,46.96323056348025,82.45401602087435,41.05600968838717,47.02904435568315,87.52287240418944,87.52287240418944,91.09315894819757,91.09315894819757,87.538763968251,51.45864745108714,51.45864745108714,48.92145934427803,30.921860991753793,,,11.613860105589032,72.35048069975315
"W kernel support bw, ff11 [pixels]",,,,,106.08309905712835,119.65507005954568,96.73100411768168,52.142347787337876,91.89191753366867,45.51415682990684,52.21615488446753,97.56592315116974,97.56592315116974,101.5624191469945,101.5624191469945,97.5837118122046,57.18223861601239,57.18223861601239,54.338111050451936,34.116759848180955,,,11.969711518780429,80.58143814234153
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.04637246392526723,0.017480495780641283,0.0464417564611317,0.0464417564611317,0.5905758418462395,0.008643994888242773,0.5512265523261419,0.015513866165663043,0.377801890414689,1.328397146061565e-05,0.06696847669718832,1.0175489845951864,1.0175489845951864,1.5512506775194286,1.5512506775194286,1.0181101195565228,0.2248483716165802,0.2248483716165802,0.19705871015716156,0.05276931074343845,0.027440410033367685,0.009522769706920642,6.8702800402048005,0.7735240483197221
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,397.64623359999996,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],16.25888847417736,1.7618496720527035,16.314110065190974,16.314110065190974,39.91148664550655,0.157232953931942,40.34290499808743,0.38262861527924225,28.89288421105699,0.0035567753454684207,8.541980871454301,73.89460865552469,73.89460865552469,108.86739285530167,108.86739285530167,73.92374603378258,26.265846864153904,26.265846864153904,24.1478079645315,2.0501682955438225,10.795858756047215,1.783842818494228,206.79556437982112,12.888825273681562
-> Gridding [PetaFLOPS],2.1903311542394692,0.2571924389306289,2.1953395216830405,2.1953395216830405,3.208515002487689,0.015849626505148224,3.3148709631314506,0.03805102333435186,2.4035234686623332,0.0009208109671653015,0.8442998810115699,6.058115987089518,6.058115987089518,8.842328087205646,8.842328087205646,6.060240170357834,2.5076586529254015,2.5076586529254015,2.3470558319059998,0.24874926343489673,1.4727601518593287,0.309394758998391,15.434485560990598,1.1177042191667599
-> FFT [PetaFLOPS],7.985431349169428,0.573410806856323,7.9982750509765355,7.9982750509765355,24.364848747354245,0.05721363910328153,24.62684999415253,0.17449535882323505,17.566234079687085,0.00047885053121897724,4.959468951943697,45.3248005478189,45.3248005478189,66.9356695397666,66.9356695397666,45.33251795146864,15.677274386014508,15.677274386014508,14.356127866698955,0.8677731895242048,5.298229221739684,0.554060247602663,127.5324303191673,6.083926301989254
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21533986262683794,0.0
-> Projection [PetaFLOPS],0.10789695797680536,0.2835420732317224,0.1291461218026749,0.1291461218026749,0.3113673127399302,0.03542554712828946,0.2554050653553497,0.05265576599980604,0.22729446799604439,0.00018496564241101478,0.11948155014125444,0.2639284005689139,0.2639284005689139,0.29937621457184743,0.29937621457184743,0.2744197574116147,0.08889442197907399,0.08889442197907399,0.07216011123135495,0.2583236199725392,0.05128619936527871,0.18997705386529704,0.5381147751577723,1.8043802478537438
-> Convolution [PetaFLOPS],5.975229012791657,0.6477043530340296,5.991349370728724,5.991349370728724,12.026755582924691,0.04874414119522279,12.1457789754481,0.11742646712184922,8.695832194711535,0.001972148204673127,2.61873048835778,22.24776372004735,22.24776372004735,32.79001901375757,32.79001901375757,22.256568154544507,7.9920194032349166,7.9920194032349166,7.372464154695193,0.675322222612182,3.9735831830829227,0.7304107580278767,63.07519386187863,3.882814504671804
