,01c [otf],01s [otf],02A [otf],02B [otf],13c [otf],13s [Bmax=40000] [otf],14c [otf],14s [otf],15c [otf],15s [Bmax=13000] [otf],22 [otf],27 [otf],33 [otf],37a [otf],37b [otf],37c [otf],38a [otf],38b [otf],max_Band5_MID_continuum [otf],max_Band5_MID_spectral [otf],max_LOW_continuum [otf],max_LOW_spectral [otf],max_MID_continuum [otf],max_MID_spectral [otf]
"W kernel support bw, ff10 [pixels]",,,,,28.69175528759832,118.12208049486647,26.493298119653225,49.498940513100926,25.355627538798505,46.53424780354399,51.31661779341075,18.937999639020724,18.937999639020724,19.500264451530324,19.500264451530324,26.69778360536073,28.216621256991008,28.216621256991008,26.95819271644014,32.38390382326064,,,18.358279002351686,76.7302620292537
"W kernel support bw, ff11 [pixels]",,,,,31.60093454748238,131.82045683539718,29.11643213411839,54.98553017185029,27.828625365997468,51.66124543695945,57.023048701376524,20.522001888424917,20.522001888424917,21.166111956179012,21.166111956179012,29.34773827848333,31.06438629607872,31.06438629607872,29.64223495695271,35.7641621875573,,,19.856772866016367,85.48460090404102
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.05160382040454717,0.023270763594894852,0.050363973843728566,0.050363973843728566,0.9018273834047505,0.011530758310303662,0.8414176330296249,0.01829210792615297,0.5758634837879653,1.966810201740922e-05,0.08797933286289236,1.5755574962971286,1.5755574962971286,2.404335377489919,2.404335377489919,1.5551521150135639,0.33050397762927913,0.33050397762927913,0.2894532885741764,0.061548321712617295,0.03042107462133454,0.01086321957025175,5.247748957125727,0.9255137012622696
I/O Rate [TeraBytes/s],12.015060820320473,0.7371537124080442,3.0037652050801182,3.0037652050801182,11.882806007469556,0.018753907706308397,14.658203891135473,0.06894999999999998,11.734648681692493,0.002164472474483216,1.303849853521388,46.870027151644294,46.870027151644294,63.28801079234164,63.28801079234164,26.364390272799916,13.21468127621751,13.21468127621751,13.561736659120177,0.9037414399999999,8.435706211698413,0.9525730417777777,99.41155839999999,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],21.402693776293294,2.0583811774452183,18.86401200000619,18.86401200000619,50.55380438495892,0.18398868775711305,51.385974969292796,0.5037370161939806,36.979100021773405,0.003679506606913239,10.82976338143274,93.23091650496767,93.23091650496767,136.93392220911272,136.93392220911272,94.09457157535834,36.59963203839881,36.59963203839881,33.94852274463147,3.1749012735318933,14.271187853928039,2.5331590240150472,241.58616080643554,15.620203660796824
-> Gridding [PetaFLOPS],3.112409446244982,0.3677981330874992,3.1277467895943367,3.1277467895943367,4.605862541431131,0.025751423110949644,4.829763432053102,0.07702118748129287,3.55098015628803,0.0009889530712902507,1.6270253462205226,8.685214798946422,8.685214798946422,12.567071890565453,12.567071890565453,8.801730881202394,4.394296002809193,4.394296002809193,4.186868996133012,0.6155076300073103,2.0561717487416873,0.5533730292100038,21.231519611163982,1.9703855766693348
-> FFT [PetaFLOPS],9.950442194691526,0.5056544300121252,7.060991387437797,7.060991387437797,29.577105842489463,0.050427317407109006,29.902792843018357,0.16235505225690328,21.332627227228883,0.0004025198395056262,4.401161371763019,54.72369025814179,54.72369025814179,80.8050460042884,80.8050460042884,55.06778808734832,19.35019236656542,19.35019236656542,17.72438288308198,0.8110350931861421,6.804087851361137,0.5228393062771397,143.3152689278759,5.626565295183314
-> Phase Rotation [PetaFLOPS],0.03006474340944487,0.0,0.0,0.0,0.028489256532472106,0.0,0.03504918966621396,0.0,0.02813919566815872,0.0,0.0,0.11044711877312112,0.11044711877312112,0.1491690772922235,0.1491690772922235,0.06288772186521983,0.03223310210965483,0.03223310210965483,0.033079635385789986,0.0,0.021108286033701098,0.0,0.23963258923645134,0.0
-> Projection [PetaFLOPS],0.13236988639131117,0.25003767579910213,0.11401203984080836,0.11401203984080836,0.3731482811796389,0.031223591740667484,0.3060592802468812,0.04899230385368531,0.2725089515922814,0.0001554813785166082,0.10603102634889226,0.3143277682739669,0.3143277682739669,0.35642838245377884,0.35642838245377884,0.3287550535782619,0.1081689552741438,0.1081689552741438,0.08782529324884,0.24143350327691362,0.06482049806689347,0.1792719681321337,0.6044543881047567,1.6687354149192442
-> Convolution [PetaFLOPS],8.177407505556026,0.9348909385464915,8.561261783133249,8.561261783133249,15.969198463326217,0.07658635549838692,16.312310224308238,0.2153684726020992,11.794844490996063,0.002132552317600754,4.695545637100303,29.397236560832358,29.397236560832358,43.05620685451286,43.05620685451286,29.83340983136415,12.714741611640395,12.714741611640395,11.916365936781844,1.5069250470615272,5.32499946972462,1.2776747203957701,76.19528529005454,6.354517374024928
