,01c [otf],01s [otf],02A [otf],02B [otf],13c [otf],13s [Bmax=40000] [otf],14c [otf],14s [otf],15c [otf],15s [Bmax=13000] [otf],22 [otf],27 [otf],33 [otf],37a [otf],37b [otf],37c [otf],38a [otf],38b [otf],max_Band5_MID_continuum [otf],max_Band5_MID_spectral [otf],max_LOW_continuum [otf],max_LOW_spectral [otf],max_MID_continuum [otf],max_MID_spectral [otf]
"W kernel support bw, ff10 [pixels]",,,,,89.12136198457813,101.44734857523316,81.30852758256201,43.33086101992557,77.25436685933458,41.13594486385304,43.98404358145957,81.99895680764438,81.99895680764438,85.34908747108656,85.34908747108656,82.01383234437559,48.257295534342596,48.257295534342596,45.88497723077374,28.661506756278925,,,104.1034370564147,66.77399530852429
"W kernel support bw, ff11 [pixels]",,,,,99.355235308112,113.15287945507538,90.609654664428,48.067559170258775,86.07131352558314,45.60390240288131,48.80049577155563,91.38252421020245,91.38252421020245,95.1326317076003,95.1326317076003,91.3991759112885,53.59345088866612,53.59345088866612,50.93302938433736,31.566782330765168,,,120.51049818148523,74.33788103389689
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.04434399880565899,0.014824643417056438,0.04440045725425167,0.04440045725425167,0.48452845311014575,0.0073178368609393765,0.4522616022245998,0.012036137512665985,0.3098320223929004,1.3365791616841216e-05,0.05423589989157651,0.8346419867148496,0.8346419867148496,1.2729234585752363,1.2729234585752363,0.8351027180548418,0.18397271823441735,0.18397271823441735,0.161166787941186,0.04082677593840502,0.026129568305184134,0.007274916859004141,2.4328111875577707,0.6051393774370837
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,3.9764623359999995,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],18.27639303772374,2.0085389174408803,18.340412879883253,18.340412879883253,44.503969954626825,0.17848766268909136,45.20138914616991,0.4919400221715464,32.48159448979224,0.0036540943460410006,10.480963916178078,82.76640394871464,82.76640394871464,121.64499069425025,121.64499069425025,82.79816377922629,31.088442330812878,31.088442330812878,28.83904031639363,3.1186475347631446,12.166404605068273,2.4977923176851484,229.68078461105193,15.201568026339723
-> Gridding [PetaFLOPS],2.6067283247271904,0.31536898447851214,2.6134568129936318,2.6134568129936318,3.9473125297489595,0.020509984483252915,4.136868867267244,0.06475640105168447,3.028396944668807,0.0009531565396851861,1.3122899177813967,7.552234142373329,7.552234142373329,10.94682718539269,10.94682718539269,7.554649277468451,3.5952948143965737,3.5952948143965737,3.4319301590506317,0.5514018684470661,1.7599300933340045,0.509476078273926,19.358836909189314,1.5717275940479596
-> FFT [PetaFLOPS],8.66966409785252,0.6165065918450269,8.683995788494366,8.683995788494366,26.5525657951241,0.061547994338068394,26.84052370980822,0.19501551572599274,19.15012287520807,0.00047755103421404744,5.439367158973215,49.40418091858318,49.40418091858318,72.94392856108557,72.94392856108557,49.41257080388343,17.11597831025314,17.11597831025314,15.677182337774783,0.9713909029271033,5.75267113483314,0.6238423872547753,139.32414877330152,6.771280356351699
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-> Projection [PetaFLOPS],0.11714212319116694,0.30485221959997433,0.14021828090269053,0.14021828090269053,0.33932494897493465,0.038109293662284764,0.2783630758259015,0.05884793401755526,0.24778885282034427,0.00018446368557342672,0.13104306655389844,0.28768282030281056,0.28768282030281056,0.3262487304417455,0.3262487304417455,0.2991182997512414,0.09705226565745664,0.09705226565745664,0.07880030268553082,0.2891691256215326,0.05568514051701636,0.21390406425971914,0.5957669054079415,2.00823677362531
-> Convolution [PetaFLOPS],6.88285849195286,0.7718111215173669,6.902741997492563,6.902741997492563,13.664766680778836,0.05832039020548526,13.945633493268545,0.1733201713763139,10.055285817095024,0.0020389230865683404,3.5982637728695686,25.522306067455336,25.522306067455336,37.427986217330215,37.427986217330215,25.531825398123154,10.280116940505705,10.280116940505705,9.651127516882681,1.3066856377674425,4.598118236384112,1.150569787896728,70.40203202315314,4.850323302314753
