Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
W kernel support bw6 [uv-pixels],20.11178465076857,18.181797157258437,20.11178465076857,20.11178465076857,21.031133332582943,40.37886314025346,17.156425999174495,19.101219503403446,16.546934075757942,18.179715666517993,10.167800128465968,16.611417920189076,16.611417920189076,16.793035207464783,16.793035207464783,16.611417132550443,7.436302607796492,7.436302607796492,6.809051696235705,12.175045365679702,18.803327559523158,12.207609866690062,4.2123085905602125,29.81549104742303
W kernel support bw7 [uv-pixels],45.09913102949984,27.202622271748915,45.09913102949984,45.09913102949984,26.603215122603633,65.21925757209448,21.695517388360717,24.15849702456492,20.923752951572208,22.991385447047122,12.850096184123922,21.005402513288715,21.005402513288715,21.235369818483054,21.235369818483054,21.005402513288715,9.395406927157826,9.395406927157826,8.60231350275877,15.389738144481024,42.14781065759961,18.247912103935068,6.719946521323627,37.737577790777905
W kernel support bw8 [uv-pixels],,,,,35.087790832677754,74.98543193879175,25.963895189908023,27.74008363314479,24.02261080692532,26.398710261086745,14.747782220892383,27.691739616342822,27.691739616342822,27.995470720779,27.995470720779,27.691739616342822,10.780924630664346,10.780924630664346,9.87042584131244,17.66465967216389,,,8.845739262964855,43.35356009427814
W kernel support bw9 [uv-pixels],,,,,47.62113658003813,87.4585707506951,35.211213934633214,32.30408704382054,32.57278318492003,30.740292866027108,17.16383730560885,37.56017302213766,37.56017302213766,37.97314637800734,37.97314637800734,37.56017302213766,12.544323904193407,12.544323904193407,11.48426617120211,20.561637591487255,,,11.974354786031817,50.51616497898185
W kernel support bw10 [uv-pixels],,,,,61.450783393054884,99.43555634417513,45.40266940537495,36.676358741017644,41.99328498875871,34.89913104715063,19.476252459135193,48.438779503689936,48.438779503689936,48.97263614827645,48.97263614827645,48.438779503689936,14.231498946215762,14.231498946215762,13.028214947452533,23.3349838651604,,,15.412318066456516,57.38399195481144
W kernel support bw11 [uv-pixels],,,,,76.49524519299813,111.01281634557365,56.47630874376378,40.893806651742,52.22643874989679,38.91039029301897,21.704902271324343,60.26183770051394,60.26183770051394,60.927559713573345,60.927559713573345,60.26183770051394,15.857046276017037,15.857046276017037,14.51565130789011,26.00842926048495,,,19.13712974647218,64.0139936805404
AW kernel support bw0 [uv-pixels],10.293331817026653,10.532344560518863,10.32503592647788,10.32503592647788,10.577316193230514,13.03933603593474,10.388717848834782,10.479096498623354,10.362210358596263,10.43518056696201,10.138939899606987,10.364973324690581,10.364973324690581,10.372808037168806,10.372808037168806,10.36497329088216,10.074729954636295,10.074729954636295,10.062728622282451,10.198311350283372,10.230294115358845,10.244396238074875,10.024116620108579,11.12445699658035
AW kernel support bw1 [uv-pixels],10.507023119534955,10.91320263809869,10.561245614328039,10.561245614328039,11.039373126570451,15.136106715434348,10.704456895352166,10.865475023340753,10.65704295663909,10.787357278072875,10.2541113456369,10.661989130813406,10.661989130813406,10.676009436534578,10.676009436534578,10.661989070296443,10.13700084527507,10.13700084527507,10.115049190620423,10.36189753310998,10.398885209990885,10.423114828595887,10.044291042947673,11.989466548349137
AW kernel support bw2 [uv-pixels],10.884198249877448,11.57285468524293,10.977061385078699,10.977061385078699,11.563913166969094,17.302044376447665,11.067459355569193,11.306933402092117,10.996649070159647,11.190942273679328,10.389045560902556,11.00404234090748,11.00404234090748,11.02499097855267,11.02499097855267,11.004042250459221,10.2103392705833,10.2103392705833,10.17672950213047,10.55265348287484,10.698073909305965,10.739886540580926,10.068149091148129,12.941993790201263
AW kernel support bw3 [uv-pixels],11.505385051723177,12.629916703050375,11.659144952107733,11.659144952107733,12.732993957593767,21.635264569171465,11.89184181301101,12.300109198142414,11.770147980672077,11.724626253004736,10.705042531885884,11.78287563940124,11.78287563940124,11.818911531066334,11.818911531066334,11.78287548372398,10.38367604674506,10.38367604674506,10.322771622288286,10.995811813389015,11.194965471772601,11.264970131932174,10.124966225668693,14.981109948067107
AW kernel support bw4 [uv-pixels],12.548698366092415,14.342602683533888,12.798374603894244,12.798374603894244,15.306025302632893,29.97090717574468,13.764428790573012,14.519805536186198,13.536326578616068,14.156892231376757,11.467193310260628,13.560251015124472,13.560251015124472,13.627901661608265,13.627901661608265,13.560250722593088,10.810428813522542,10.810428813522542,10.683819233881577,12.046843756768906,12.039590245058141,12.155022789004951,10.267407464921066,19.215353883184505
AW kernel support bw5 [uv-pixels],15.130172755896167,16.92964769649475,15.130172755896167,15.130172755896167,17.978470487427256,37.82518816698829,15.76885053216692,16.858275740107157,15.43691753556747,16.336646721003287,12.340619533045183,15.471802434323426,15.471802434323426,15.570355592633769,15.570355592633769,15.471802007877635,11.31319942799567,11.31319942799567,11.111700441071177,13.226502587944125,14.585441171828306,13.572494717084902,10.439776595386256,23.409137544219092
AW kernel support bw6 [uv-pixels],22.460718640303792,20.750367415245712,22.460718640303792,22.460718640303792,23.287519602844814,41.598708976353095,19.858070225103713,21.560533075905155,19.333934604924043,20.74854360468319,14.261281830622119,19.389151743157274,19.389151743157274,19.544974583742796,19.544974583742796,19.389151068357542,12.461885751150222,12.461885751150222,12.098065341285372,15.75537145409015,21.29706851448629,15.780549377550473,10.850969710680578,31.44779016717968
AW kernel support bw7 [uv-pixels],46.19449772013973,28.98245432083781,46.19449772013973,46.19449772013973,28.420609684866484,65.98144859167009,23.889233448326934,26.146376010566208,23.190589418521185,25.071972494693952,16.282658626318867,23.264284531127878,23.264284531127878,23.472130949867783,23.472130949867783,23.264284531127878,13.721285338002605,13.721285338002605,13.190898286308855,18.3533114220757,43.31787094524461,20.808322761648522,12.048140157279441,39.04004069561165
AW kernel support bw8 [uv-pixels],,,,,36.48497040587734,75.64928950788084,27.823081307298246,29.487492941480582,26.020872967312325,28.229273873920427,17.818447756044,29.44201832380604,29.44201832380604,29.7278721215965,29.7278721215965,29.44201832380604,14.704704549635304,14.704704549635304,14.05081158826238,20.298773394798346,,,13.350921432933308,44.49192255733827
AW kernel support bw9 [uv-pixels],,,,,48.65976417097235,88.02841358194718,36.60368269382889,33.81647586214054,34.073247635231496,32.325927759139674,19.864473591147846,38.86858110933454,38.86858110933454,39.267796549406384,39.267796549406384,38.86858110933454,16.04244564314675,16.04244564314675,15.227881319836229,22.864403347641986,,,15.600806791373424,51.496436033804436
AW kernel support bw10 [uv-pixels],,,,,62.259126074979164,99.93712956391946,46.49088501129842,38.01519815152647,43.1675339131981,36.3035721086258,21.893478706043265,49.46024019156288,49.46024019156288,49.983188086710456,49.983188086710456,49.46024019156288,17.393549443863964,17.393549443863964,16.423592320714295,25.38742743933099,,,18.372249404512825,58.248798551299444
AW kernel support bw11 [uv-pixels],,,,,77.14611161385194,111.46230480739247,57.354803193114776,42.098734214582485,53.17519068604006,40.17484875833467,23.89775685305507,61.08591558651702,61.08591558651702,61.742752875548454,61.742752875548454,61.08591558651702,18.746890851545114,18.746890851545114,17.6268015502601,27.86464413190396,,,21.59235362190306,64.79036492359234
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.03835327031372209,0.012395837923171019,0.03840087658072443,0.03840087658072443,0.15052831894022953,0.006996474277889281,0.07585854190764046,0.00792548025831134,0.04837705200632987,8.977068179292292e-06,0.005105635591666647,0.1635274319785509,0.1635274319785509,0.2281933826570438,0.2281933826570438,0.16352743157195562,0.0050490775564040365,0.0050490775564040365,0.003975689896432684,0.026774411723825678,0.02195772729810671,0.0048414252771719155,1.733196659234667,0.3974983290893011
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,1.3203117786077285,0.018753907706308397,1.6286893212372748,0.06894999999999998,1.303849853521388,0.002164472474483216,1.303849853521388,2.9293766969777684,2.9293766969777684,3.9555006745213523,3.9555006745213523,2.9293766969777684,3.3036703190543775,3.3036703190543775,3.3904341647800442,0.9037414399999999,2.1089265529246033,0.9525730417777777,63.62339737599999,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],7.142548569791323,1.8300143195303857,7.275952897234077,7.275952897234077,7.773665267614094,0.1733787677010205,6.903202843481275,0.3858244251135768,5.461899425159545,0.0033952234206371685,3.1556889266559978,10.791829943741014,10.791829943741014,14.271894722717,14.271894722717,10.900379765488903,5.483322917025846,5.483322917025846,5.254072233285473,2.5890534237695246,4.568020954153038,2.1586862079263742,33.128661381702095,11.51413369238114
-> Gridding [PetaFLOPS],1.8482406224070556,0.29854363738200285,1.8633377979407952,1.8633377979407952,1.331997795077447,0.02007314439202328,1.2112014814769276,0.05547911591700945,0.9151548858252063,0.0009247449024199329,0.6543664861457433,2.201955722270805,2.201955722270805,3.0103399048006594,3.0103399048006594,2.2019556873074815,1.3087970011426637,1.3087970011426637,1.3049443421750515,0.5014176253820348,1.2163589710649192,0.4753869723120399,6.938000965339269,1.2737029404347133
-> FFT [PetaFLOPS],0.42735110016729466,0.4810984060999237,0.47469083656515587,0.47469083656515587,1.6825599677877106,0.057612459665451296,1.6052531592622092,0.11722946018339657,1.3959944104620265,0.00028534556965205594,0.653955797661236,1.7652230923694636,1.7652230923694636,2.0897039987176456,2.0897039987176456,1.8344476423896527,0.8470453503782039,0.8470453503782039,0.7229058632858437,0.584840906708564,0.2348557881573664,0.37345718683427287,3.6695806863890796,4.068685592644313
-> Phase Rotation [PetaFLOPS],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010957480457208069,0.0
-> Projection [PetaFLOPS],0.26378554255075704,0.3298175226673307,0.29535038626726257,0.29535038626726257,0.9477947124446537,0.038867344286530714,0.9013830597628939,0.07067970661115448,0.7865069076010454,0.0002200009214050904,0.37017651605235996,0.9831336356439475,0.9831336356439475,1.1587868638961631,1.1587868638961631,1.0224590451809203,0.4717015814250509,0.4717015814250509,0.40167856256891243,0.34814436021444606,0.1422470860928692,0.2559664807332941,2.2291686256439287,2.4126578143023396
-> Convolution [PetaFLOPS],4.6031713046662155,0.7205547533811283,4.6425738764608635,4.6425738764608635,3.8113127923042827,0.05682581935701523,3.1853651429792436,0.14243614240201627,2.3642432212712667,0.0019651320271600894,1.4771901267966585,5.841517493456796,5.841517493456796,8.01306395530253,8.01306395530253,5.841517390610849,2.855778984079926,2.855778984079926,2.8245434652556654,1.1546505314644802,2.9745591088378833,1.0538755680467675,20.280953623872605,3.759087344999776
