Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Pipeline,DPrepA,DPrepC,DPrepA,DPrepA,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepA,DPrepA,DPrepA,DPrepA,DPrepA,DPrepA,DPrepA,DPrepA,DPrepC,DPrepA,DPrepC,DPrepA,DPrepC
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
"W kernel support bw, ff11 [pixels]",,,,,145.83804879613317,371.25005558448356,137.66467567096868,192.45123627576095,138.6017665534234,450.6247808055442,134.04773372804743,120.59743888707887,120.59743888707887,126.97808276788108,126.97808276788108,130.71577068593464,105.96819025196828,105.96819025196828,103.26106459695718,384.3599987464925,,,119.57273944938663,174.10796369234117
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],5.89830258452096,12.738016150411003,5.89830258452096,5.89830258452096,2.59261221981154,0.32406752516500914,3.19815357624774,1.1914559999999998,1.8775437890707993,0.027428195196651312,2.560286985096544,0.11792072740197782,0.11792072740197782,7.767164960878292,7.767164960878292,5.752230604974527,6.487207171961323,6.487207171961323,6.657579814477179,15.616652083199998,4.14116486756104,16.46046216192,7.808326041599999,15.616652083199998
Working (cache) memory [TeraBytes],0.048537187256134796,0.20646831104268887,0.04793656923564731,0.04793656923564731,0.09819814353618064,0.13651443625956633,0.10568567184585058,0.6230228143133231,0.08724716688242071,0.01313106165837755,0.20510333380720397,0.13248364986004516,0.13248364986004516,0.200022603899694,0.200022603899694,0.17067263461635007,0.08190678839601727,0.08190678839601727,0.0697154569899373,80.65454024773715,0.023278405487984054,9.275396636770438,0.2369204864651627,5.633382817441928
Visibility I/O Rate [TeraBytes/s],26.214678153426487,127.38016150410999,26.214678153426487,26.214678153426487,58.33377494575964,4.410919092523735,56.856063577737594,40.04615999999999,45.51621306838301,0.16623148604031096,6.400717462741361,57.52230604974527,57.52230604974527,105.7197453008434,105.7197453008434,78.29424990104218,45.05004980528696,45.05004980528696,46.233193156091524,4.337958911999999,18.405177189160174,4.572350600533332,175.68733593599995,351.3746718719999
Inter-Facet I/O Rate [TeraBytes/s],0.017132109779262737,0.015863064610428464,0.051396329337788205,0.051396329337788205,0.3362412379163255,0.04723059363872666,0.36331052040093276,10.909183092852082,0.4565822394565903,0.09771077847134876,3.3482697560149983,17.013565833409533,17.013565833409533,0.5533945846747009,0.5533945846747009,0.4882893394188536,0.730773161035019,0.730773161035019,0.3692944583840071,10.374692054464283,0.017157082316626795,0.48199869114474175,0.4027342593655709,16.292341001100034
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],3.1488654546348505,7.172673377918769,3.341304501801589,3.341304501801589,1.7660919647940818,0.46948342945668475,2.0004944958357065,6.287731760443583,1.6177974605318788,0.09470826221204008,1.555868048984746,3.43790832717791,3.43790832717791,4.397688928832434,4.397688928832434,3.3306155794154764,3.0975870258365883,3.0975870258365883,3.122422055305341,15.837665422218487,2.133710085857099,12.054680163601992,6.035088684849873,30.50954933523688
-> IFFT [PetaFLOPS],0.07688680716355464,0.0026658338803321364,0.07737061434218477,0.07737061434218477,0.08171161230388616,0.00036411485002270215,0.08535639922256687,0.0027076721544794886,0.0697699767297131,2.9453138999505947e-05,0.07558142927542366,0.21665471980291184,0.21665471980291184,0.16132929312922573,0.16132929312922573,0.13102535549477878,0.06762762332351388,0.06762762332351388,0.06124716840131148,0.015021740210484111,0.04169507327989246,0.011678284994912897,0.269925360065614,0.02329322313615231
-> Identify Component [PetaFLOPS],1.1421406519508493e-05,0.010575376406952311,1.1421406519508493e-05,1.1421406519508493e-05,0.0001120804126387752,0.01574353121290889,0.00012110350680031096,3.6363943642840284,0.0001521940798188635,0.032570259490449595,0.00011160899186716663,0.005671188611136512,0.005671188611136512,0.00013176061539873834,0.00013176061539873834,0.0001162593665282985,0.00012179552683916987,0.00012179552683916987,0.00012309815279466907,3.458230684821429,5.7190274388756e-06,0.16066623038158065,0.000134244753121857,5.430780333700014
-> Reprojection [PetaFLOPS],0.11230684424969285,0.5700419229176139,0.11301353060411144,0.11301353060411144,0.11140180618923111,0.07774494360219283,0.11460704744771003,0.5307690851821212,0.09405119773600701,0.006889199828420798,0.0930139529739669,0.28355944530754074,0.28355944530754074,0.2129904015738621,0.2129904015738621,0.1740196283397002,0.08682636034182246,0.08682636034182246,0.07859584613820944,2.3444882166978434,0.06089839036811235,2.099390094559739,0.36476704968993573,4.37659940177519
-> DFT [PetaFLOPS],1.7674994516309348,3.8171043682639385,1.7674994516309348,1.7674994516309348,0.7884647187810152,0.1135329891694614,0.9726218370975559,0.3623453645714286,0.7786339747521445,0.015701632464761903,0.7786339747521445,1.7493672411389298,1.7493672411389298,2.36214868147533,2.36214868147533,1.7493672411389298,1.9728881702511145,1.9728881702511145,2.0247018648108845,4.749333162510629,1.2409513631491484,4.932581438113564,2.3746665812553145,4.749333162510629
-> FFT [PetaFLOPS],0.07688680716355464,0.34941617836289385,0.07737061434218477,0.07737061434218477,0.08171161230388616,0.04772526162217561,0.08535639922256687,0.35490000463193555,0.0697699767297131,0.003860481834943244,0.07558142927542366,0.21665471980291184,0.21665471980291184,0.16132929312922573,0.16132929312922573,0.13102535549477878,0.06762762332351388,0.06762762332351388,0.06124716840131148,1.9689295328685734,0.04169507327989246,1.5306961708532232,0.269925360065614,3.053089342901757
-> Subtract Image Component [PetaFLOPS],3.419249981481482e-07,6.838499962962964e-07,3.419249981481482e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07,2.3313068055555554e-07,4.662613611111111e-07,1.709624990740741e-07,8.339634101174345e-06,8.339634101174345e-06,1.709624990740741e-07,1.709624990740741e-07,1.709624990740741e-07,1.709624990740741e-07,1.709624990740741e-07,1.709624990740741e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07,1.709624990740741e-07,3.419249981481482e-07
-> Gridding Kernel Update [PetaFLOPS],0.21753588645443991,1.0834707603651277,0.21730516941780054,0.21730516941780054,0.008082878137889287,0.01902514860586696,0.007891161952027482,0.018822770140482243,0.007912529188363946,0.012507702702819276,0.007810173147545678,0.007688194138903309,0.007688194138903309,0.009744929991609669,0.009744929991609669,0.008004451550359101,0.0076146631594726935,0.0076146631594726935,0.007717393439104382,0.16750429224449995,0.1488598892943285,1.4834836096145345,0.019533820763269046,0.09433714101857918
-> Flag [PetaFLOPS],0.0009523301047924467,0.0010283294288092213,0.0009523301047924467,0.0009523301047924467,0.0008371976959808097,5.232340250060042e-05,0.0010327370923299995,0.00019237049999999996,0.0008267593389374258,6.0388782038081725e-06,0.0008267593389374258,0.0018574911328563578,0.0018574911328563578,0.0025081470186169483,0.0025081470186169483,0.0018574911328563578,0.0020948273159458438,0.0020948273159458438,0.0021498434817582555,0.0025214386175999993,0.0013372511551499192,0.0026576787865599995,0.0025214386175999993,0.0025214386175999993
-> Degrid [PetaFLOPS],0.38771672512556354,0.37597470157412843,0.483214456871413,0.483214456871413,0.21293931406377362,0.08750602440201546,0.2361329361025956,0.5989060915270545,0.19377155117083503,0.011186757178976284,0.24722519431064907,0.34581566710091427,0.34581566710091427,0.5006876090189968,0.5006876090189968,0.3875896149382402,0.34249246428167296,0.34249246428167296,0.33669059627640113,1.564227421226814,0.2565332613012413,0.9150866286329106,0.9633952253512528,5.582973266851589
-> Grid [PetaFLOPS],0.38771672512556354,0.37597470157412843,0.483214456871413,0.483214456871413,0.21293931406377362,0.08750602440201546,0.2361329361025956,0.5989060915270545,0.19377155117083503,0.011186757178976284,0.24722519431064907,0.34581566710091427,0.34581566710091427,0.5006876090189968,0.5006876090189968,0.3875896149382402,0.34249246428167296,0.34249246428167296,0.33669059627640113,1.564227421226814,0.2565332613012413,0.9150866286329106,0.9633952253512528,5.582973266851589
-> Subtract Visibility [PetaFLOPS],0.0012015060820320474,0.002594781067676315,0.0012015060820320474,0.0012015060820320474,0.0005281247114430914,6.601375512620556e-05,0.0006514757284949099,0.00024270399999999997,0.0005215399414085553,7.618943110180919e-06,0.0005215399414085553,0.0011717506787911074,0.0011717506787911074,0.001582200269808541,0.001582200269808541,0.0011717506787911074,0.001321468127621751,0.001321468127621751,0.0013561736659120178,0.0031811698687999996,0.0008435706211698415,0.003353057107057777,0.0015905849343999998,0.0031811698687999996
-> Phase Rotation [PetaFLOPS],0.12015060820320476,0.5838257402271709,0.12015060820320476,0.12015060820320476,0.2673631351680651,0.020216712507400453,0.260590291397964,0.18354489999999998,0.20861597656342215,0.000761894311018092,0.02933662170423124,0.2636439027279992,0.2636439027279992,0.4845488326288657,0.4845488326288657,0.35884864537977673,0.2064793949408986,0.2064793949408986,0.21190213529875282,0.0,0.08435706211698414,0.0,0.8052336230399999,1.6104672460799998
