Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
"W kernel support pred, ff0 [pixels]",11.475901421917374,10.940478463726397,11.467943135691309,11.467943135691309,14.151983017094153,15.03046346645219,13.548533889268608,11.21859019413046,13.245640045227008,10.761789031807874,11.132329655245387,13.604136153421582,13.604136153421582,13.8608708812341,13.8608708812341,13.605139477100037,11.363054037002216,11.363054037002216,11.235973880877177,10.498766407143322,11.401863041907912,10.534752724444056,15.921167234609925,12.778261170857148
"W kernel support pred, ff1 [pixels]",12.46684745272076,11.59411396127277,12.45402558992414,12.45402558992414,16.88082812036266,18.229624671309626,15.940349175209773,12.150070314535784,15.463232885268981,11.363084277369342,12.002927972837048,16.027546820543822,16.027546820543822,16.42870418253915,16.42870418253915,16.029119209126616,12.395088369646366,12.395088369646366,12.17964585025013,10.900389974885762,12.347397290815113,10.91726553599191,19.577173799350412,14.719419383431497
"W kernel support pred, ff2 [pixels]",14.091028278778202,12.695975841187682,14.070831034123918,14.070831034123918,19.63993514685455,21.42370987961932,18.384703491233598,13.171218609816101,17.74355761097212,12.03807699010799,12.961243853589838,18.501542867276846,18.501542867276846,19.037821282579984,19.037821282579984,18.503648854841032,13.519145823733565,13.519145823733565,13.213327827062493,11.35866340633665,13.902552973830256,11.579665839202596,23.190545506641136,16.737163251137922
"W kernel support pred, ff3 [pixels]",16.524322143957328,14.40075229019725,16.494039084022564,16.494039084022564,25.057317649768947,27.631058852144495,23.228204395320052,15.345435866767595,22.286799504779584,12.911344990800297,15.011795408363197,23.39920458616008,23.39920458616008,24.182046446120303,24.182046446120303,23.40228530338404,15.894214522180977,15.894214522180977,15.412116415202107,12.387666800588905,16.241260832796144,12.6408712483218,30.157688968119565,20.79735042779786
"W kernel support pred, ff4 [pixels]",20.19354104008781,17.05458319205121,20.149397187405086,20.149397187405086,35.296973841103885,39.25818265654083,32.460398280651894,19.828788015767984,30.99161138846746,16.70208856129283,19.267192961498026,32.72649506205388,32.72649506205388,33.942192529496936,33.942192529496936,32.731287164200275,20.744961525689874,20.744961525689874,19.940593904618932,14.6799763668701,19.780317635791214,14.359751552689366,43.12143313096221,28.65251325305394
"W kernel support pred, ff5 [pixels]",25.380529719202592,20.909196533573965,25.31831805816408,25.31831805816408,44.85223459184767,50.057125415275095,41.11483496176587,24.24669355520944,39.175210126826315,19.940333445074643,23.480033555777865,41.4658836543172,41.4658836543172,43.06846638150597,43.06846638150597,41.472204722120296,25.49240708911499,25.49240708911499,24.399034422433438,17.087532080225515,24.797547085058607,16.955322135917086,55.12174699797478,36.078475817207305
"W kernel support pred, ff6 [pixels]",32.64615761468355,26.417713108984884,32.56013755286596,32.56013755286596,62.527411827536866,55.21975413579698,57.16083015708652,32.685825532906144,54.371199728855785,26.268717427319714,31.552741058096466,57.66535816261444,57.66535816261444,59.967340749239064,59.967340749239064,57.67444186905284,34.520402325138946,34.520402325138946,32.91059472262193,21.915735185068574,31.839483840319897,20.787523740945574,77.23540481814649,49.90908552973435
"W kernel support pred, ff7 [pixels]",47.63237225523096,37.95501080258692,47.499497452111136,47.499497452111136,78.8942465841765,88.42391762219043,72.03518651450956,40.6396349054911,68.46802679857736,32.31967886888151,39.175725606024294,72.68019537481781,72.68019537481781,75.62266794775353,75.62266794775353,72.69180798589731,43.00638876268102,43.00638876268102,40.92982490921928,26.61527099002533,46.38561786407972,29.042147365737048,97.68043266023878,62.75881742203343
"W kernel support pred, ff8 [pixels]",,,,,90.56000965721405,101.56234095793552,82.64029272467761,46.346159400767554,78.52102517117339,36.6880124590261,44.649246586280924,83.38508916735746,83.38508916735746,86.78264867258522,86.78264867258522,83.39849822690663,49.0880189561421,49.0880189561421,46.68244251073958,30.036032685837817,,,112.24930593131957,71.92702012596375
"W kernel support pred, ff9 [pixels]",,,,,105.49428235769668,118.38222132091076,96.21760937739623,53.67433575315119,91.39242122864947,42.31729709027164,51.68125797162657,97.09002550083552,97.09002550083552,101.06972021367258,101.06972021367258,97.10573214980012,56.89326028232899,56.89326028232899,54.06922271156592,34.465711173955675,,,130.90224670124994,83.66780027765509
"W kernel support pred, ff10 [pixels]",,,,,119.86129726045657,134.5653045051717,109.27868871219619,60.73640912074182,103.77448584234452,47.75545198460293,58.45992757427491,110.27388798884498,110.27388798884498,114.81375860075309,114.81375860075309,110.29180522863847,64.41207786994816,64.41207786994816,61.187388423699126,38.760288927428604,,,148.85211678785845,94.96292122818477
"W kernel support pred, ff11 [pixels]",,,,,133.7677241860865,150.2324098783225,121.9197861621426,67.57670151314898,115.7579672357506,53.03073933287129,65.02686384876226,123.03392081464338,123.03392081464338,128.1164930738032,128.1164930738032,123.05397942896961,71.69309798558467,71.69309798558467,68.08179473722522,42.93588874757443,,,166.23318859299587,105.89416395665671
W kernel support bw0 [pixels],1.419034125763231,1.1191507115664558,2.602629596781116,2.602629596781116,0.7054961617134274,2.822347793048149,0.6442949013805938,1.2819746046786393,0.6123499632722058,3.9769464624432977,1.233360965358753,0.6500622904642444,0.6500622904642444,0.6763398693978692,0.6763398693978692,0.6501661012808015,0.6315829964296474,0.6315829964296474,0.599721200495101,1.48355895703062,1.3806885981761712,3.3137614526669648,0.5977897158241694,1.300115113501338
W kernel support bw1 [pixels],1.8750280140454454,1.4786716480429538,3.4398134272935845,3.4398134272935845,0.9565651744507477,3.8287595756014774,0.8735660568902176,1.7384928971415576,0.8302445205561503,5.396265773161881,1.672545761039223,0.8813874780764397,0.8813874780764397,0.9170240283473013,0.9170240283473013,0.8815282609237413,0.8563269484514716,0.8563269484514716,0.8131184752250079,2.0119683915095607,1.824344021121919,4.380261040549611,0.8104991722722382,1.7631018831737684
W kernel support bw2 [pixels],2.4981000072474124,1.9698558225372578,4.584270763403046,4.584270763403046,1.187261070020478,4.754241616062305,1.0842263506431296,2.1580749396777152,1.0304483750052529,6.701887616169602,2.076188699700125,1.0939357008137833,1.0939357008137833,1.1381745087643687,1.1381745087643687,1.0941104659649659,1.06282617230528,1.06282617230528,1.0091888748913977,2.4976637755484683,2.4305465103784933,5.8385495585458145,1.0059374018116147,2.1886321800890354
W kernel support bw3 [pixels],3.3066372646555613,2.607143021851369,6.070210120719809,6.070210120719809,1.6100099915489645,6.45184522392602,1.4702453512487423,2.927201141695875,1.3972992240608024,8.167180019533298,2.8160791394702267,1.4834156148021358,1.4834156148021358,1.5434241724720104,1.5434241724720104,1.4836526758203623,1.4412172576884814,1.4412172576884814,1.368462689358122,3.3880685087597615,3.2171769745456653,7.732504504793302,1.3640523945158451,2.968669068359725
W kernel support bw4 [pixels],4.403934732953799,3.4718601321014426,8.088175257741485,8.088175257741485,2.363490698114921,9.48232879352769,2.1582183902909065,4.298746335041483,2.0510886315667642,13.377584322637206,4.135437396730341,2.1775608919213467,2.1775608919213467,2.265694187129412,2.265694187129412,2.1779090527542966,2.1155867869522074,2.1155867869522074,2.0087400681406065,4.976135971978403,4.28471795073036,10.305458003163404,2.0022632874404396,4.359691114233855
W kernel support bw5 [pixels],5.846644983307421,4.6085076242929635,10.743484276549799,10.743484276549799,3.0438615515751484,12.223485774842429,2.779395660037243,5.537906189181903,2.641379780355739,17.251576678691208,5.32739600745326,2.80431519323992,2.80431519323992,2.917861827568481,2.917861827568481,2.8047637407613735,2.7244725830667837,2.7244725830667837,2.5868231327726603,6.411167561904379,5.688263753908376,13.692441299224908,2.5784793130767083,5.616467948256312
W kernel support bw6 [pixels],7.774185605028467,6.126700291238383,14.294509352763406,14.294509352763406,4.276568218574816,13.520518481644045,3.9047636334431566,7.784534287417758,3.710746121456433,24.290852502050452,7.488336049508016,3.9397956672361594,3.9397956672361594,4.099424418410833,4.099424418410833,3.9404262411614672,3.8275536107967154,3.8275536107967154,3.6340553067676504,9.013451871806671,7.563412853397336,18.224191155724192,3.622326461738475,7.895079342423817
W kernel support bw7 [pixels],11.611744522362034,9.147984558066284,21.374471004921364,21.374471004921364,5.4012144834663385,21.750850968693783,4.931388015842288,9.835747821544643,4.686235537987266,30.73372158049894,9.461201789119695,4.975654181455923,4.975654181455923,5.177364016023371,5.177364016023371,4.976450972222734,4.833827347652095,4.833827347652095,4.589335187992316,11.389931455310368,11.296467112854549,27.26621212440751,4.574515712308241,9.97553826208898
W kernel support bw8 [pixels],,,,,6.196182922495169,24.973062983922542,5.657019483026906,11.28648024083183,5.375699148386967,35.298870494587426,10.856462446495785,5.707817195104738,5.707817195104738,5.939292968080069,5.939292968080069,5.708731556087872,5.545064508331167,5.545064508331167,5.264505151492463,13.07099883552456,,,5.247499787998698,11.446977966229854
W kernel support bw9 [pixels],,,,,7.207514576410711,29.078407172271262,6.580087734187357,13.13296294969718,6.252730518727099,41.11877470239492,12.632273845822692,6.639199493858408,6.639199493858408,6.908565500749799,6.908565500749799,6.640263511439693,6.44981042931294,6.44981042931294,6.123343275323867,15.210974597173532,,,6.103555702775707,13.319842964279395
W kernel support bw10 [pixels],,,,,8.174679066890269,33.010584345530376,7.462788435367604,14.899711909625731,7.091379606686932,46.69671502636686,14.331336336730528,7.5298559670773315,7.5298559670773315,7.835480385604614,7.835480385604614,7.531063192843766,7.314978634634828,7.314978634634828,6.944584336912188,17.258865562124136,,,6.922134668937299,15.111861037034796
W kernel support bw11 [pixels],,,,,9.106117942260592,36.80290424506855,8.312834947287904,16.601998601526603,7.898979424455187,52.07935593103033,15.968347332643372,8.387568625021988,8.387568625021988,8.728132342925266,8.728132342925266,8.388913846172885,8.14813115389296,8.14813115389296,7.735410935515887,19.232320242923667,,,7.710396278567003,16.83851779880985
"W kernel support bw, ff0 [pixels]",10.100181080063892,10.062430040263619,10.333135091444467,10.333135091444467,10.024855352282763,10.390651907600589,10.020734300436521,10.081838070859943,10.018731081205816,10.761789031807874,10.075771894543399,10.02110677427816,10.02110677427816,10.022845684681428,10.022845684681428,10.021113508949725,10.01992500378017,10.01992500378017,10.017967135019124,10.109448411213432,10.094865081076303,10.534752724444056,10.017851693069984,10.084160813293023
"W kernel support bw, ff1 [pixels]",10.17426803526697,10.10873235587559,10.575079972018615,10.575079972018615,10.045646665743924,10.707912956676479,10.038083365650571,10.149992982924257,10.034406109178237,11.363084277369342,10.138905726101328,10.03876705011676,10.03876705011676,10.041958627108873,10.041958627108873,10.038779411602151,10.036597822103076,10.036597822103076,10.033003620788355,10.20039297323557,10.165049488684415,10.91726553599191,10.032791680696555,10.154236960522976
"W kernel support bw, ff2 [pixels]",10.307303412930539,10.192170130133423,11.000706269698867,11.000706269698867,10.070232810039009,11.072615469883289,10.05860560810637,10.23021443789254,10.052951002245607,12.03807699010799,10.213254110065142,10.059656819072654,10.059656819072654,10.064563637455972,10.064563637455972,10.059675825379966,10.056321368797692,10.056321368797692,10.050794107193946,10.307197695575992,10.291139700689767,11.579665839202596,10.050468151104381,10.236704099451215
"W kernel support bw, ff3 [pixels]",10.53251394492354,10.334272820880447,11.698181521488252,11.698181521488252,10.128777427354573,11.900685139667253,10.107503222501022,10.419621227470106,10.097150346585957,12.911344990800297,10.388950944140577,10.109427376772572,10.109427376772572,10.11840689912058,10.11840689912058,10.109462164846798,10.103321591628127,10.103321591628127,10.093200192811262,10.55836200459378,10.504771662703897,12.6408712483218,10.092603179308322,10.431346798828796
"W kernel support bw, ff4 [pixels]",10.926785489434522,10.58554735367404,12.861515423928143,12.861515423928143,10.27550914943273,13.780949145416809,10.230244699917488,10.88481603211706,10.208181256940064,16.70208856129283,10.82136047187579,10.234342745776365,10.234342745776365,10.253456497669067,10.253456497669067,10.234416829603392,10.221335893762946,10.221335893762946,10.199756696184156,11.16968796393245,10.879283428485122,14.359751552689366,10.198483135850733,10.909028674063041
"W kernel support bw, ff5 [pixels]",11.58374971936263,11.010828421293576,14.677276804655309,14.677276804655309,10.45299445829555,15.792833959988789,10.379067406806541,11.43102816723759,10.342963170391362,19.940333445074643,11.330540508741361,10.385768325118574,10.385768325118574,10.417001374905414,10.417001374905414,10.385889448741967,10.36449472265207,10.36449472265207,10.329165209262932,11.878681303360864,11.50462274627151,16.955322135917086,10.3270787528693,11.46929432065419
"W kernel support bw, ff6 [pixels]",12.666410771068174,11.727593805152893,17.445142522669183,17.445142522669183,10.876076302055083,16.81678982482918,10.735323890459021,12.672765052346811,10.666285050471132,26.268717427319714,12.493005114477514,10.748115644129106,10.748115644129106,10.80764916909607,10.80764916909607,10.748346801347354,10.707481806826616,10.707481806826616,10.639847647999764,13.46262658790532,12.538150341694584,20.787523740945574,10.635847356718259,12.740968480581344
"W kernel support bw, ff7 [pixels]",15.324249112194853,13.553066866012992,23.598050994525465,23.598050994525465,11.365435226880075,23.939497026093242,11.149824561973741,14.02647265740821,11.043586533255164,32.31967886888152,13.766420714711641,11.169473332858619,11.169473332858619,11.260776978273464,11.260776978273464,11.169828301229012,11.107019709485948,11.107019709485948,11.002817705830832,15.156864403849122,15.086754761439067,29.042147365737048,10.996644670178034,14.1248491538282
"W kernel support bw, ff8 [pixels]",,,,,11.76404194182513,26.90081550434786,11.489206649344679,15.079278372212887,11.35333172835042,36.6880124590261,14.760175366579261,11.514303154456778,11.514303154456778,11.630786773072808,11.630786773072808,11.514756444644128,11.434497820261019,11.434497820261019,11.301106781642703,16.457551778994482,,,11.293195031745727,15.19977975364616
"W kernel support bw, ff9 [pixels]",,,,,12.326729751607798,30.749857945629547,11.970695660219706,16.50680816627245,11.793923814397873,42.31729709027164,16.111311011704046,12.003289962308239,12.003289962308239,12.154352194919742,12.154352194919742,12.003878519101958,11.89958211762388,11.89958211762388,11.725840390669404,18.20367403014728,,,11.715519289254141,16.65587633818957
"W kernel support bw, ff10 [pixels]",,,,,12.916089882261346,34.49200891269419,12.477708572933432,17.944397872033566,12.259186952083539,47.75545198460293,17.47533121850607,12.51793636686695,12.51793636686695,12.704123459459714,12.704123459459714,12.518662580907202,12.389871364350963,12.389871364350963,12.174861461736889,19.946639829592215,,,12.162070069478455,18.120936620457847
"W kernel support bw, ff11 [pixels]",,,,,13.524843214557436,38.13730143667331,13.00396958089533,19.381082466288902,12.743385576367311,53.0307393328713,18.841128324384897,13.051869882873229,13.051869882873229,13.273292515258529,13.273292515258529,13.052734407721287,12.89930390761614,12.89930390761614,12.64264934028065,21.676765024476587,,,12.62735961207013,19.584067035752206
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],0.057471989705396846,0.030191103348186202,0.05697109711068078,0.05697109711068078,1.1876325443596056,0.017000379326963577,1.1082237317811179,0.034502576242618974,0.7588559045276144,2.1316572884332628e-05,0.13180097608430558,2.048619317050828,2.048619317050828,3.124700559157925,3.124700559157925,2.049625181196323,0.4501521971181883,0.4501521971181883,0.3944724262061051,0.11057302759651867,0.03712920361307686,0.01613075169306393,6.8702800402048005,1.7691269084163617
I/O Rate [TeraBytes/s],27.033886845721064,6.634383411672397,12.015060820320473,12.015060820320473,64.6952771517787,0.16878516935677557,79.80577674062647,0.6205499999999998,63.888642822548015,0.002164472474483216,11.734648681692493,143.53945815191065,143.53945815191065,193.81953305154627,193.81953305154627,143.53945815191065,82.59175797635943,82.59175797635943,84.7608541195011,3.6149657599999996,18.98033897632143,0.9525730417777777,322.09344921599995,14.459863039999998
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOPS],17.927828394571687,1.917540346067363,18.42137249042525,18.42137249042525,42.96932424854211,0.16599528187140156,43.45621700792643,0.4076650295809837,31.11389202189906,0.0035953449107720297,9.383516935350757,79.64700503991719,79.64700503991719,117.36517930223663,117.36517930223663,79.68028446027823,28.376956139649714,28.376956139649714,26.088527475102577,2.394603522919061,11.957347495080409,1.8392564254405679,206.81163299331948,13.03561036834151
-> Gridding [PetaFLOPS],2.246595793169761,0.2764329693348398,2.353545602178543,2.353545602178543,3.3462340020242722,0.01775024470540806,3.458696774262622,0.045699305846041045,2.508055391194734,0.0009660460642591696,0.9317110485586347,6.321809753009429,6.321809753009429,9.229057334083501,9.229057334083501,6.325447472213283,2.6379803661643337,2.6379803661643337,2.4685615036226745,0.33601483703449025,1.5218165090085614,0.3616252747055156,15.44771614613695,1.2184490302731046
-> FFT [PetaFLOPS],9.389593125373972,0.6102782489422657,9.469894422143943,9.469894422143943,26.212587783667146,0.056342066671177075,26.50303083973946,0.1714927150236775,18.895436428004288,0.00038844030526098553,5.370364280592052,48.812745090769845,48.812745090769845,72.10503121424917,72.10503121424917,48.81925636555701,16.89560373880597,16.89560373880597,15.472171663129425,0.8903077350705322,6.231390058382591,0.43933265936876165,127.54060983021253,5.845594975691187
-> Phase Rotation [PetaFLOPS],0.04792689751150005,0.007786476134305244,0.02176412048787177,0.02176412048787177,0.03491784268355722,0.00014928913612575654,0.04323030582000518,0.00028301495969162754,0.03448293517976272,0.0,0.006748245744387644,0.07743027822933951,0.07743027822933951,0.10495627125668877,0.10495627125668877,0.07744327532389637,0.04509706406705213,0.04509706406705213,0.046264549310737396,0.0018920306902437403,0.03364920348411489,0.0,0.17477769766431586,0.00635814309281611
-> Projection [PetaFLOPS],0.12500623509538658,0.321148764487302,0.1505840071619567,0.1505840071619567,0.33121191160827895,0.03793557167764722,0.2716020501878684,0.053457836574017516,0.2417530959913129,0.00015004287542091688,0.1279540918226727,0.28050593204743496,0.28050593204743496,0.31816621112888394,0.31816621112888394,0.29166412595637736,0.0945174751147343,0.0945174751147343,0.07671571315685134,0.2688244738221389,0.05939767939117091,0.15063907698633144,0.5381147751577723,1.8129468776725697
-> Convolution [PetaFLOPS],6.118706343421069,0.7018938871686499,6.425584338452935,6.425584338452935,13.044372708558853,0.053818109681043426,13.179657037916481,0.13673215717755607,9.434164171528954,0.0020908156658309574,2.9467392686330136,24.154513985861154,24.154513985861154,35.6079682715184,35.6079682715184,24.166473221227644,8.703757495497628,8.703757495497628,8.024814045882888,0.8975644463016554,4.111094044813972,0.8876594143799593,63.110414544147886,4.152261341611834
