Telescope,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined,SKA1_Low_rebaselined,SKA1_Low_rebaselined,SKA1_Mid_rebaselined,SKA1_Mid_rebaselined
Band,HPSO 01c,HPSO 01s,HPSO 02A,HPSO 02B,HPSO 13c,HPSO 13s,HPSO 14c,HPSO 14s,HPSO 15c,HPSO 15s,HPSO 22,HPSO 27,HPSO 33,HPSO 37a,HPSO 37b,HPSO 37c,HPSO 38a,HPSO 38b,HPSO max_Band5_MID_continuum,HPSO max_Band5_MID_spectral,HPSO max_LOW_continuum,HPSO max_LOW_spectral,HPSO max_MID_continuum,HPSO max_MID_spectral
Mode,Continuum,Spectral,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Continuum,Spectral,Continuum,Spectral,Continuum,Spectral
BL-dependent averaging,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Max # of channels,65536,65536,65536,65536,41000,65536,65536,5000,65536,2500,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536,65536
Delta W earth9 [lambda],,,,,682.358096395297,682.358096395297,1054.6774041552892,1066.396041979237,1121.7932389651712,1123.2175092272646,8629.178761270548,949.2096637397603,949.2096637397603,996.0842150355509,996.0842150355509,949.2096637397603,6767.513343329773,6767.513343329773,8251.652190464962,8251.652190464962,,,415.2792278861451,415.2792278861451
Delta W earth10 [lambda],,,,,953.0456057091338,953.0456057091338,1473.0618289441643,1489.4291825990995,1566.8021271497018,1568.7913971851879,12052.324054997707,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,9452.146735725055,9452.146735725055,11525.034877591559,11525.034877591559,,,580.0180951467647,580.0180951467647
Delta W earth11 [lambda],,,,,1268.8476999086101,1268.8476999086101,1961.1769911978517,1982.9678466556059,2085.9791633649875,2088.627599802765,16045.993564346061,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,12584.219026852883,12584.219026852883,15343.98134590592,15343.98134590592,,,772.2134402841542,772.2134402841542
Delta W snapshot0 [lambda],0.8304397335647865,3.6787613163656085,0.8316443893499853,0.8316443893499853,30.22385482597882,239.80802655013096,51.95428311014189,188.27907216391708,61.71873083038135,190.17502252392745,1348.630787157721,38.29160447206966,38.29160447206966,37.36127464981728,37.36127464981728,38.401606004260714,807.6878924048706,807.6878924048706,1100.1411406495063,5210.265685610033,0.9025172241471204,2.7210613058707716,12.87022361351384,57.88866449851873
Delta W snapshot1 [lambda],1.203290226185711,5.330450070652208,1.2050357478336522,1.2050357478336522,45.33578223896823,359.7120398251964,77.93142466521283,282.41860824587565,92.57809624557203,285.26253378589115,2022.9461807365815,57.43740670810449,57.43740670810449,56.04191197472593,56.04191197472593,57.60240900639107,1211.5318386073059,1211.5318386073059,1650.2117109742594,7815.398528415049,1.3077290390703173,3.942762300343363,19.30533542027076,86.8329967477781
Delta W snapshot2 [lambda],1.762565965117098,7.8079832020821085,1.7651227855591525,1.7651227855591525,60.44770965195764,479.6160531002619,103.90856622028377,376.55814432783416,123.4374616607627,380.3500450478549,2697.261574315442,76.58320894413932,76.58320894413932,74.72254929963457,74.72254929963457,76.80321200852143,1615.3757848097412,1615.3757848097412,2200.2822812990125,10420.531371220066,1.915546761455113,5.77531379205225,25.74044722702768,115.77732899703746
Delta W snapshot3 [lambda],2.5591101993527094,11.336590995330754,2.562822505956077,2.562822505956077,90.67156447793646,719.4240796503929,155.86284933042566,564.8372164917513,185.15619249114405,494.4550585622114,4045.892361473163,114.87481341620898,114.87481341620898,112.08382394945185,112.08382394945185,115.20481801278214,2423.0636772146117,2423.0636772146117,3300.423421948519,15630.797056830099,2.7812265478819427,8.385311371152786,38.61067084054152,173.6659934955562
Delta W snapshot4 [lambda],3.745452675873833,16.59196430442448,3.750885919313199,3.750885919313199,151.1192741298941,1199.0401327506547,259.77141555070943,941.3953608195854,308.5936541519068,950.8751126196372,6743.153935788605,191.45802236034828,191.45802236034828,186.80637324908642,186.80637324908642,192.00803002130357,4038.439462024353,4038.439462024353,5500.705703247531,26051.328428050165,4.070536868092114,12.272541808111031,64.3511180675692,289.44332249259367
Delta W snapshot5 [lambda],5.457175391997168,24.17471722183114,5.465091701442761,5.465091701442761,211.56698378185175,1678.6561858509167,363.6799817709932,1317.9535051474195,432.03111581266944,1331.225157667492,9440.415510104047,268.0412313044876,268.0412313044876,261.528922548721,261.528922548721,268.811242029825,5653.815246834094,5653.815246834094,7700.987984546544,36471.85979927023,5.930827472966792,17.881260010007928,90.09156529459688,405.2206514896311
Delta W snapshot6 [lambda],7.965442342356116,35.28607793248645,7.976997203969247,7.976997203969247,332.46240308576705,1918.4642124010477,571.4971142115608,2071.069793803088,678.9060391341949,2091.9252477632017,14834.93865873493,421.2076491927662,421.2076491927662,410.97402114799013,410.97402114799013,422.41766604686785,8884.566816453576,8884.566816453576,12101.552547144569,57312.92254171036,8.656797864268299,26.09997579100536,141.57245974865225,636.775309483706
Delta W snapshot7 [lambda],13.558199731669985,60.061409246785445,13.57786758122425,13.57786758122425,453.3578223896823,3597.120398251964,779.3142466521283,2824.186082458756,925.7809624557202,2852.6253378589117,20229.461807365817,574.3740670810448,574.3740670810448,560.4191197472593,560.4191197472593,576.0240900639106,12115.318386073059,12115.318386073059,16502.117109742594,78153.98528415049,14.734975088116252,44.42549070809423,193.0533542027076,868.3299674777809
Delta W snapshot8 [lambda],,,,,544.0293868676188,4316.544477902357,935.177095982554,3389.0232989505075,1110.9371549468642,3423.150405430694,24275.354168838978,689.2488804972538,689.2488804972538,672.5029436967111,672.5029436967111,691.2289080766928,14538.38206328767,14538.38206328767,19802.540531691113,93784.78234098059,,,231.66402504324913,1041.995960973337
Delta W snapshot9 [lambda],,,,,664.9248061715341,5275.776584102881,1142.9942284231215,4142.139587606176,1357.8120782683898,4183.850495526403,29669.87731746986,842.4152983855324,842.4152983855324,821.9480422959803,821.9480422959803,844.8353320937357,17769.133632907153,17769.133632907153,24203.105094289138,114625.84508342072,,,283.1449194973045,1273.550618967412
Delta W snapshot10 [lambda],,,,,785.8202254754493,6235.008690303404,1350.811360863689,4895.255876261844,1604.687001589915,4944.550585622113,35064.40046610075,995.5817162738111,995.5817162738111,971.3931408952494,971.3931408952494,998.4417561107786,20999.885202526635,20999.885202526635,28603.669656887163,135466.90782586084,,,334.6258139513598,1505.1052769614869
Delta W snapshot11 [lambda],,,,,906.7156447793647,7194.240796503928,1558.6284933042566,5648.372164917512,1851.5619249114404,5705.2506757178235,40458.92361473163,1148.7481341620896,1148.7481341620896,1120.8382394945186,1120.8382394945186,1152.0481801278213,24230.636772146117,24230.636772146117,33004.23421948519,156307.97056830098,,,386.1067084054152,1736.6599349555618
Delta W max0 [lambda],0.8304397335647865,3.6787613163656085,0.8316443893499853,0.8316443893499853,30.22385482597882,239.80802655013096,51.95428311014189,188.27907216391708,61.71873083038135,190.17502252392745,1348.630787157721,38.29160447206966,38.29160447206966,37.36127464981728,37.36127464981728,38.401606004260714,807.6878924048706,807.6878924048706,1100.1411406495063,5210.265685610033,0.9025172241471204,2.7210613058707716,12.87022361351384,57.88866449851873
Delta W max1 [lambda],1.203290226185711,5.330450070652208,1.2050357478336522,1.2050357478336522,45.33578223896823,359.7120398251964,77.93142466521283,282.41860824587565,92.57809624557203,285.26253378589115,2022.9461807365815,57.43740670810449,57.43740670810449,56.04191197472593,56.04191197472593,57.60240900639107,1211.5318386073059,1211.5318386073059,1650.2117109742594,7815.398528415049,1.3077290390703173,3.942762300343363,19.30533542027076,86.8329967477781
Delta W max2 [lambda],1.762565965117098,7.8079832020821085,1.7651227855591525,1.7651227855591525,60.44770965195764,479.6160531002619,103.90856622028377,376.55814432783416,123.4374616607627,380.3500450478549,2697.261574315442,76.58320894413932,76.58320894413932,74.72254929963457,74.72254929963457,76.80321200852143,1615.3757848097412,1615.3757848097412,2200.2822812990125,10420.531371220066,1.915546761455113,5.77531379205225,25.74044722702768,115.77732899703746
Delta W max3 [lambda],2.5591101993527094,11.336590995330754,2.562822505956077,2.562822505956077,90.67156447793646,719.4240796503929,155.86284933042566,564.8372164917513,185.15619249114405,494.4550585622114,4045.892361473163,114.87481341620898,114.87481341620898,112.08382394945185,112.08382394945185,115.20481801278214,2423.0636772146117,2423.0636772146117,3300.423421948519,15630.797056830099,2.7812265478819427,8.385311371152786,38.61067084054152,173.6659934955562
Delta W max4 [lambda],3.745452675873833,16.59196430442448,3.750885919313199,3.750885919313199,151.1192741298941,1199.0401327506547,259.77141555070943,941.3953608195854,308.5936541519068,950.8751126196372,6743.153935788605,191.45802236034828,191.45802236034828,186.80637324908642,186.80637324908642,192.00803002130357,4038.439462024353,4038.439462024353,5500.705703247531,26051.328428050165,4.070536868092114,12.272541808111031,64.3511180675692,289.44332249259367
Delta W max5 [lambda],5.457175391997168,24.17471722183114,5.465091701442761,5.465091701442761,211.56698378185175,1678.6561858509167,363.6799817709932,1317.9535051474195,432.03111581266944,1331.225157667492,9440.415510104047,268.0412313044876,268.0412313044876,261.528922548721,261.528922548721,268.811242029825,5653.815246834094,5653.815246834094,7700.987984546544,36471.85979927023,5.93082802536461,17.881260010007928,90.09156529459688,405.2206514896311
Delta W max6 [lambda],11.552639929482813,35.28607793248645,11.552639929482813,11.552639929482813,332.46240308576705,1918.4642124010477,571.4971142115608,2071.069793803088,678.9060391341949,2091.9252477632017,14834.93865873493,421.2076491927662,421.2076491927662,410.97402114799013,410.97402114799013,422.41766604686785,8884.566816453576,8884.566816453576,12101.552547144569,57312.92254171036,12.635699922871826,26.09997579100536,141.57245974865225,636.775309483706
Delta W max7 [lambda],33.47075398311001,60.061409246785445,33.47075398311001,33.47075398311001,453.3578223896823,3597.120398251964,779.3142466521283,2824.186082458756,925.7809624557202,2852.6253378589117,20229.461807365817,574.3740670810448,574.3740670810448,560.4191197472593,560.4191197472593,576.0240900639106,12115.318386073059,12115.318386073059,16502.117109742594,78153.98528415049,36.608637169026565,44.42549070809423,193.05336007103855,868.3299674777809
Delta W max8 [lambda],,,,,544.0293868676188,4316.544477902357,935.177095982554,3389.0232989505075,1110.9371549468642,3423.150405430694,24275.354168838978,689.2488804972538,689.2488804972538,672.5029436967111,672.5029436967111,691.2289080766928,14538.38206328767,14538.38206328767,19802.540531691113,93784.78234098059,,,277.99683850229553,1041.995960973337
Delta W max9 [lambda],,,,,682.358096395297,5275.776584102881,1142.9942284231215,4142.139587606176,1357.8120782683898,4183.850495526403,29669.87731746986,949.2096637397603,949.2096637397603,996.0842150355509,996.0842150355509,949.2096637397603,17769.133632907153,17769.133632907153,24203.105094289138,114625.84508342072,,,415.2792278861451,1273.550618967412
Delta W max10 [lambda],,,,,953.0456057091338,6235.008690303404,1473.0618289441643,4895.255876261844,1604.687001589915,4944.550585622113,35064.40046610075,1325.7556460497478,1325.7556460497478,1391.2250606694886,1391.2250606694886,1325.7556460497478,20999.885202526635,20999.885202526635,28603.669656887163,135466.90782586084,,,580.0180951467647,1505.1052769614869
Delta W max11 [lambda],,,,,1268.8476999086101,7194.240796503928,1961.1769911978517,5648.372164917512,2085.9791633649875,5705.2506757178235,40458.92361473163,1765.0592920780668,1765.0592920780668,1852.2227139090824,1852.2227139090824,1765.0592920780668,24230.636772146117,24230.636772146117,33004.23421948519,156307.97056830098,,,772.2134402841542,1736.6599349555618
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],2.763265682855734,3.4961551101193873,2.76627917186251,2.76627917186251,4.509165032315457,8.85354948621449,3.6239986307588357,3.4662863960726096,3.6459138365441395,3.071254713677061,1.7240225074910254,3.324118682908064,3.324118682908064,3.181223832947759,3.181223832947759,3.3312987982242803,1.746229455166404,1.746229455166404,1.6416111591208709,2.183567747328601,2.572265768266497,2.436761655612858,5.3604219102252895,6.8628465733180715
W kernel support pred1 [uv-pixels],3.6522314632082917,4.6215021462732055,3.6562164684061194,3.6562164684061194,6.119001819000691,12.022312997292941,4.917036623904965,4.702913215260479,4.946791379326602,4.166631726344652,2.33821894406755,4.5099034108547,4.5099034108547,4.315915215137218,4.315915215137218,4.519651074829219,2.3683499795989365,2.3683499795989365,2.2264031697299407,2.9617963105045133,3.3996628448717567,3.2204882721596193,7.2752078172737615,9.31648610802673
W kernel support pred2 [uv-pixels],4.867544381353678,6.160346058562333,4.872858818003022,4.872858818003022,7.6000893602348025,14.940531468899257,6.106376788018594,5.840315227243167,6.143349770677168,5.174001085145302,2.90281783513581,5.600498053494307,5.600498053494307,5.359474366986848,5.359474366986848,5.612609435254897,2.9402377225901373,2.9402377225901373,2.7639557049706127,3.6772970039285444,4.530729258105206,4.291804590903975,9.037234009225706,11.575168255581202
W kernel support pred3 [uv-pixels],6.445587040703233,8.159062214058325,6.452629666524757,6.452629666524757,10.318423536391158,20.30300870075408,8.288606140019779,7.927132290309349,8.338839946530937,6.30429358701403,3.9379884610916696,7.601335665355537,7.601335665355537,7.273920682577797,7.273920682577797,7.617788739480851,3.9887826815888294,3.9887826815888294,3.7495008406949255,4.9894013427084465,5.999263250329894,5.682680603450432,12.27204478605633,15.723544703380815
W kernel support pred4 [uv-pixels],8.588804904662972,10.874562446502734,8.598197878778988,8.598197878778988,15.175623899728485,29.903396211531355,12.186037766059721,11.653829252151926,12.260002967349669,10.321404212163554,5.784582785918252,11.174198636031601,11.174198636031601,10.692233346433655,10.692233346433655,11.198419357371286,5.859265058746155,5.859265058746155,5.507464056803373,7.330755299507536,7.993560416974008,7.571385074433708,18.054541067184854,23.144212540882936
W kernel support pred5 [uv-pixels],11.409198852390102,14.449550933202852,11.421689866895063,11.421689866895063,19.573575860246407,38.61424540665798,15.71316000067949,15.026115028330477,15.808648704989418,13.30630897274553,7.453555313392295,14.406995615449848,14.406995615449848,13.78491213886941,13.78491213886941,14.438259165822293,7.5498576256703664,7.5498576256703664,7.096225880013284,9.44763626846092,10.617678379799617,10.0563541724107,23.292696081135993,29.871320790598496
W kernel support pred6 [uv-pixels],20.11178465076857,19.233422815574396,20.11178465076857,20.11178465076857,27.567769066048726,42.74413824547284,22.120569537464792,21.15155258350067,22.255258631888356,18.726517276534047,10.48077230409748,20.27845495567016,20.27845495567016,19.401290248486568,19.401290248486568,20.32254092186817,10.616353505599294,10.616353505599294,9.97772926674526,13.288868759811075,18.803327559523158,13.379172892076044,32.81925398214894,42.11647888887995
W kernel support pred7 [uv-pixels],45.09913102949984,28.78021132435739,45.09913102949984,45.09913102949984,34.88753356429576,69.05952132062521,27.983506157899054,26.75577491438624,28.154166369041135,23.683909581555817,13.24602894749034,25.649692309721598,25.649692309721598,24.53857408393522,24.53857408393522,25.705539796824944,13.417555113940722,13.417555113940722,12.6096521063217,16.79931577285906,42.14781065759961,20.002922488696193,41.54727978628811,53.34597881966282
W kernel support pred8 [uv-pixels],,,,,40.075531526871075,79.4086781553129,32.13689603840566,30.725517514350816,32.33309232885747,27.194623228828213,15.202487493107725,29.45407481273553,29.45407481273553,28.176931770871928,28.176931770871928,29.518269452355533,15.39947965449528,15.39947965449528,14.47165367126469,19.283861438451517,,,54.85736448709425,61.31420275617785
W kernel support pred9 [uv-pixels],,,,,47.62113658003813,92.62864444076725,37.43092470172006,35.78505001475168,37.65972995872336,31.668163718498683,17.693458040798703,37.560173022137654,37.560173022137654,37.97314637800734,37.97314637800734,37.560173022137654,17.922912226373608,17.922912226373608,16.84222498362137,22.448152872763522,,,74.55807688794057,71.48533590388868
W kernel support pred10 [uv-pixels],,,,,61.450783393054884,105.32497201284076,45.40266940537495,40.63292912274192,42.76403181186689,35.9536243451074,20.077663242845823,48.43877950368992,48.43877950368992,48.97263614827645,48.97263614827645,48.43877950368992,20.33822647460261,20.33822647460261,19.111055992094567,25.47777177629197,,,96.34428368811811,81.24626238449926
W kernel support pred11 [uv-pixels],,,,,76.49524519299813,117.5995036779629,56.47630874376378,45.30992861951457,52.226438749896786,40.08720490238915,22.375580151591127,60.26183770051392,60.26183770051392,60.927559713573345,60.927559713573345,60.26183770051392,22.666160301042684,22.666160301042684,21.297655183075882,28.398581070595633,,,120.09487987399693,90.67651728073105
AW kernel support pred0 [uv-pixels],10.374759622952629,10.59354051080251,10.375562657354074,10.375562657354074,10.969620289173935,13.356097427948363,10.636416975454747,10.583720583027409,10.643903781202834,10.461004039588339,10.147524506318556,10.538015231439859,10.538015231439859,10.493816516182987,10.493816516182987,10.540282334124193,10.151320963800266,10.151320963800266,10.133848587666494,10.23562250706686,10.32552909940191,10.292609356536618,11.346106074580096,12.128423767699726
AW kernel support pred1 [uv-pixels],10.646069446553906,11.016273511855442,10.647437196989898,10.647437196989898,11.723573826309696,15.637647195306547,11.143484605850306,11.050673857746036,11.156645775078637,10.833319894795954,10.269725791392698,10.969923827230472,10.969923827230472,10.891607968718528,10.891607968718528,10.973934838434431,10.276627930691385,10.276627930691385,10.24484607371841,10.429392953806953,10.562088214875008,10.50578624906854,12.366432338573693,13.667366732514902
AW kernel support pred2 [uv-pixels],11.121734950287557,11.745205982069642,11.124061895737087,11.124061895737087,12.560308845070422,17.978305831561798,11.716989266755018,11.580556202254208,11.736300371278814,11.259231200623104,10.41279748117587,11.461482384368678,11.461482384368678,11.34565844234653,11.34565844234653,11.467405315620107,10.423291124464578,10.423291124464578,10.374943428233216,10.654694423356394,10.978502065867207,10.882076394075922,13.478560699774501,15.296552557521409
AW kernel support pred3 [uv-pixels],11.897293486305255,12.906211536034668,11.90111043614483,11.90111043614483,14.369059269011004,22.632104681246414,12.988494591151568,12.760855235761635,13.020608728237713,11.821341617230518,10.74745333182197,12.561063008257147,12.561063008257147,12.365675157322913,12.365675157322913,12.571026421074821,10.766168644459503,10.766168644459503,10.679829425340648,11.175604044463137,11.661524752225105,11.501863276914387,15.83044797947842,18.63410470184213
AW kernel support pred4 [uv-pixels],13.182092765959537,14.773493439362523,13.188214692013453,13.188214692013453,18.17414539245272,31.53114499956872,15.763867432702986,15.356162809709721,15.821114776128221,14.371199842423302,11.552549415914296,14.995423140328203,14.995423140328203,14.639803753281251,14.639803753281251,15.013480479340823,11.590124547589797,11.590124547589797,11.416311152775272,12.399192443915766,12.80222668678436,12.542961051735652,20.638954749372953,25.212190982490256
AW kernel support pred5 [uv-pixels],15.171348603646928,17.57240797873824,15.180744363025594,15.180744363025594,21.98010172762676,39.888092813841155,18.62534287488297,18.04949120736147,18.70597161009723,16.645055075852653,12.472188533284706,17.537432043021322,17.537432043021322,17.03008522222802,17.03008522222802,17.56312408825524,12.529978059354013,12.529978059354013,12.26199093704486,13.757101114011563,14.585441171828306,14.182040023951494,25.348563879008374,31.500727067400238
AW kernel support pred6 [uv-pixels],22.460718640303792,21.67774326821539,22.460718640303792,22.460718640303792,29.325447844474482,43.89830696448433,24.275905681597447,23.396328273739744,24.398699489362976,21.2292828260478,14.486082565356888,22.610080393248133,22.610080393248133,21.826819816593073,21.826819816593073,22.64962846320015,14.584476739185757,14.584476739185757,14.126396614864843,16.631116406167166,21.29706851448629,16.703360957485845,34.308940991304276,43.28738608414085
AW kernel support pred7 [uv-pixels],46.19449772013973,30.468025270349724,46.19449772013973,46.19449772013973,36.29242342693393,69.77977848226438,29.716605070047525,28.563464272901143,29.877367419765196,25.708511685185346,16.59690582240413,27.53010562245251,27.53010562245251,26.49795497906918,26.49795497906918,27.582145968835544,16.734120390257647,16.734120390257647,16.09358028042434,19.550371107378787,43.3178709452446,22.363293766544942,42.733785903428966,54.27516426716656
AW kernel support pred8 [uv-pixels],,,,,41.30433666288853,80.0358555047303,33.65679852545832,32.31187748374704,33.844185018203966,28.97494663598059,18.196582810464626,31.105345570725003,31.105345570725003,29.898820779762733,29.898820779762733,31.166139181198968,18.361480703614674,18.361480703614674,17.59058725514952,21.722507037112393,,,55.76137048593685,62.12432260898856
AW kernel support pred9 [uv-pixels],,,,,48.65976417097235,93.16687056531458,38.74369786205025,37.15601976205577,38.964795143359424,33.209525641021074,20.32383963333465,38.868581109334535,38.868581109334535,39.267796549406384,39.267796549406384,38.868581109334535,20.523907587842345,20.523907587842345,19.5872545906495,24.57477502234682,,,75.22570590714359,72.18139129506855
